task_id,label,prompt,n_models_flagged,qwen_flag,qwen_p3N,qwen_rn_margin,qwen_rating_5pt,qwen_rating_7pt,qwen_char_count,gemma_flag,gemma_p3N,gemma_rn_margin,gemma_rating_5pt,gemma_rating_7pt,gemma_char_count,llama_flag,llama_p3N,llama_rn_margin,llama_rating_5pt,llama_rating_7pt,llama_char_count
F14_N,nonroutine,Compare the feeling of being early and the feeling of being late.,1,,0.7016288478127487,2.300434399825726,4.666666666666667,4.0,1856.3333333333333,blind_nonroutine,0.9977339019482182,8.567763370189596,3.0,4.0,1458.0,,0.7030987774399883,1.4370235302279486,4.0,5.0,2421.0
F14_R,routine,Compare email and phone calls as communication methods.,2,false_nonroutine,0.07338388199583286,-2.047340119706084,5.0,4.0,2516.3333333333335,,0.014259221414497503,-2.33954013824648,3.0,4.0,2557.6666666666665,false_nonroutine,0.14361889368747072,-1.0907882161646933,4.0,4.0,2395.6666666666665
F15_A,ambiguous,Write the opening line of a story about finding an old photograph in a secondhand book.,2,,0.1913368804491906,,3.3333333333333335,4.0,154.66666666666666,false_nonroutine,0.027621551399620293,,4.0,4.0,180.0,false_nonroutine,0.14804798893679844,,4.0,6.0,341.3333333333333
F15_R,routine,Write the opening line of a story about a detective arriving at a crime scene.,3,false_nonroutine,0.019701017235598126,-2.9465501081965377,4.0,4.333333333333333,165.33333333333334,false_nonroutine,0.00011088146381597556,-5.257656005525781,4.0,4.0,110.66666666666667,false_nonroutine,0.043820860437771836,-1.5243530653120672,4.0,5.0,302.3333333333333
F16_R,routine,Write the opening line of a story about an astronaut landing on Mars.,2,,0.003917436033586392,-4.188034053872642,3.0,4.0,148.33333333333334,false_nonroutine,0.008735151672719554,-4.615750381709205,4.0,4.0,113.0,false_nonroutine,0.08529664349584158,-1.3548766775958165,4.0,5.333333333333333,330.0
F17_A,ambiguous,You have 8 balls. One is heavier. You have a balance scale and two weighings. How do you find it?,1,,0.9368731191062042,,4.333333333333333,4.0,1010.6666666666666,blind_nonroutine,0.9101214682229518,,3.0,4.0,1001.6666666666666,,0.89690845025432,,4.0,4.333333333333333,902.6666666666666
F17_N,nonroutine,A person can only tell the truth on Mondays and only lie on Fridays. Today they say yesterday I lied. What day is it?,1,,0.9993815211235259,3.382815402499721,4.333333333333333,6.0,1788.0,blind_nonroutine,0.9979388579799132,2.3825225132786856,3.0,4.0,447.0,,0.9489459193791113,1.7058010446277272,4.0,6.0,838.3333333333334
F17_R,routine,A train leaves at 9am going 60mph. Another leaves at 10am going 80mph. When does the second catch up?,1,blind_nonroutine,0.9121765839138655,0.6638420867622661,3.0,4.0,1217.0,,0.20359265454845735,-2.0155674792944023,3.0,4.0,592.0,,0.3755646291681591,-0.739381590207997,4.0,4.0,901.6666666666666
F18_A,ambiguous,Three friends split a dinner but one forgot their wallet. How should they handle it?,2,false_nonroutine,0.008645483158578085,,5.0,4.0,1363.6666666666667,,0.00014157607756471092,,3.0,4.0,1361.3333333333333,false_nonroutine,0.06940462420374653,,4.0,4.0,1523.0
F18_N,nonroutine,Three friends split a dinner. One ate much more but insists on splitting equally. What should the others do?,3,false_nonroutine,0.1849188874899336,3.9763688369185934,5.0,6.0,1489.0,false_nonroutine,0.02149934458275488,1.2487845546979133,4.0,4.666666666666667,1558.3333333333333,false_nonroutine,0.1622949533809887,0.8958301699886905,4.0,6.0,1724.3333333333333
F19_A,ambiguous,List five sounds that most people find calming.,1,,0.12631132662507097,,3.0,4.0,783.3333333333334,,0.03274103124246828,,3.0,4.0,672.0,false_nonroutine,0.05150479705827659,,4.0,4.0,1142.0
F19_N,nonroutine,List five things that are technically not alive but behave as if they are.,1,,0.9833397514726356,4.8253595099630395,5.0,4.0,1927.0,blind_nonroutine,0.9842874739186674,8.870072178967124,3.0,4.0,1117.3333333333333,,0.5218920995119167,1.7581768969633762,4.0,5.0,1820.0
F20_A,ambiguous,List five things that are better the second time than the first.,2,false_nonroutine,0.12523080574840514,,5.0,4.0,1435.0,,0.002743549408552098,,3.0,4.0,982.6666666666666,false_nonroutine,0.22444601230086944,,4.0,4.333333333333333,1528.6666666666667
F20_N,nonroutine,List five emotions that do not have a word in English but should.,1,false_nonroutine,0.27914049336132757,5.548691685130503,5.0,4.0,1163.3333333333333,,0.9933114836177049,10.27860304443946,4.0,4.666666666666667,1304.0,,0.9380447106729216,3.9124599108344023,4.0,5.0,1468.6666666666667
F20_R,routine,List five popular tourist destinations in Europe.,1,,9.289671154676408e-06,-10.020930787971025,3.0,4.0,1183.6666666666667,,1.2113180538441421e-08,-11.924603168324097,3.0,4.0,832.6666666666666,false_nonroutine,0.001241886313181934,-4.186117987469398,4.0,4.0,1645.0
